Fecha,Servicio,Instalacion,Usos
"2007-02-01","NINGUNA","NINGUNA","16"
"2007-02-01","ORA","ORA","5093"
"2007-02-01","Piscinas","Piscina Coto Control","6441"
"2007-02-01","Piscinas","Piscina La Calzada Control","4228"
"2007-02-01","Piscinas","Piscina Llano Control","6991"
"2007-02-01","Piscinas","Piscina Moreda Control","4407"
"2007-02-01","Piscinas","Piscina Panchano Control","2743"
"2007-02-01","Piscinas","Piscina Pumarin Control","5247"
"2007-02-01","Préstamos bibliotecas","Adultos","16025"
"2007-02-01","Préstamos bibliotecas","Infantiles","3825"
"2007-02-01","Reserva de instalaciones","Antigua Pescadería","44"
"2007-02-01","Reserva de instalaciones","Casa Consistorial","42"
"2007-02-01","Transporte","Tarjeta Turística","72"
"2007-02-01","Transporte","TC-Abono Mes","90934"
"2007-02-01","Transporte","TC-Abono Mes Mayores de 65","9572"
"2007-02-01","Transporte","TC-Abono Mes Menores de 26","41820"
"2007-02-01","Transporte","TC-Tarifa Empleado","2341"
"2007-02-01","Transporte","TC-Tarifa Empleado Emtusa","381"
"2007-02-01","Transporte","TC-Tarifa Familiar Emtusa","7545"
"2007-02-01","Transporte","TC-Tarifa Gratuita","20857"
"2007-02-01","Transporte","TC-Tarifa IES","2645"
"2007-02-01","Transporte","TC-Tarifa JOP","834"
"2007-02-01","Transporte","TC-Tarifa Mayores de 65","124232"
"2007-02-01","Transporte","TC-Tarifa Menores de 26","129386"
"2007-02-01","Transporte","TC-Tarifa Normal","235518"
"2007-02-01","Transporte","TC-Tarifa Reducida","22165"
"2007-02-01","Transporte","TT-Tarifa Normal","293529"
"2007-03-01","Cimadevilla Centro Control","Campo Valdés","84"
"2007-03-01","Cimadevilla Centro Control","Fermín García Bernardo","66"
"2007-03-01","Cimadevilla con Tarjeta","Campo Valdés","583"
"2007-03-01","Cimadevilla con Tarjeta","Fermín García Bernardo","557"
"2007-03-01","Cimadevilla Taxi","Campo Valdés","74"
"2007-03-01","Cimadevilla Taxi","Fermín García Bernardo","122"
"2007-03-01","Gijón Bici","Gijón Bici","1659"
"2007-03-01","Instalaciones Deportivas","Instalaciones Deportivas","70"
"2007-03-01","Mediatecas","Adultos","8087"
"2007-03-01","Mediatecas","Infantiles","788"
"2007-03-01","NINGUNA","NINGUNA","120"
"2007-03-01","ORA","ORA","5942"
"2007-03-01","Piscinas","Piscina Coto Control","7594"
"2007-03-01","Piscinas","Piscina La Calzada Control","4818"
"2007-03-01","Piscinas","Piscina Llano Control","8379"
"2007-03-01","Piscinas","Piscina Moreda Control","4839"
"2007-03-01","Piscinas","Piscina Panchano Control","3272"
"2007-03-01","Piscinas","Piscina Pumarin Control","5772"
"2007-03-01","Préstamos bibliotecas","Adultos","18859"
"2007-03-01","Préstamos bibliotecas","Infantiles","5053"
"2007-03-01","Reserva de instalaciones","Antigua Pescadería","46"
"2007-03-01","Reserva de instalaciones","Casa Consistorial","24"
"2007-03-01","Transporte","Tarjeta Turística","18"
"2007-03-01","Transporte","TC-Abono Mes","107590"
"2007-03-01","Transporte","TC-Abono Mes Mayores de 65","11969"
"2007-03-01","Transporte","TC-Abono Mes Menores de 26","54023"
"2007-03-01","Transporte","TC-Tarifa Empleado","2943"
"2007-03-01","Transporte","TC-Tarifa Empleado Emtusa","431"
"2007-03-01","Transporte","TC-Tarifa Familiar Emtusa","9201"
"2007-03-01","Transporte","TC-Tarifa Gratuita","24392"
"2007-03-01","Transporte","TC-Tarifa IES","2647"
"2007-03-01","Transporte","TC-Tarifa JOP","916"
"2007-03-01","Transporte","TC-Tarifa Mayores de 65","139346"
"2007-03-01","Transporte","TC-Tarifa Menores de 26","156197"
"2007-03-01","Transporte","TC-Tarifa Normal","275178"
"2007-03-01","Transporte","TC-Tarifa Reducida","25477"
"2007-03-01","Transporte","TT-Tarifa Normal","339846"
"2007-04-01","Cimadevilla Centro Control","Campo Valdés","355"
"2007-04-01","Cimadevilla Centro Control","Fermín García Bernardo","307"
"2007-04-01","Cimadevilla con Tarjeta","Campo Valdés","2418"
"2007-04-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2723"
"2007-04-01","Cimadevilla Taxi","Campo Valdés","465"
"2007-04-01","Cimadevilla Taxi","Fermín García Bernardo","416"
"2007-04-01","Gijón Bici","Gijón Bici","2837"
"2007-04-01","Instalaciones Deportivas","Instalaciones Deportivas","690"
"2007-04-01","Mediatecas","Adultos","6104"
"2007-04-01","Mediatecas","Infantiles","567"
"2007-04-01","ORA","ORA","5093"
"2007-04-01","Piscinas","Piscina Coto Control","6836"
"2007-04-01","Piscinas","Piscina La Calzada Control","3939"
"2007-04-01","Piscinas","Piscina Llano Control","6374"
"2007-04-01","Piscinas","Piscina Moreda Control","4298"
"2007-04-01","Piscinas","Piscina Panchano Control","2810"
"2007-04-01","Piscinas","Piscina Pumarin Control","4733"
"2007-04-01","Préstamos bibliotecas","Adultos","15086"
"2007-04-01","Préstamos bibliotecas","Infantiles","3901"
"2007-04-01","Reserva de instalaciones","Antigua Pescadería","73"
"2007-04-01","Reserva de instalaciones","Casa Consistorial","24"
"2007-04-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","83"
"2007-04-01","Reserva de instalaciones","Complejo Deportivo La Calzada","173"
"2007-04-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","2"
"2007-04-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","36"
"2007-04-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","76"
"2007-04-01","Reserva de instalaciones","Gimnasios de El Molinón","5"
"2007-04-01","Reserva de instalaciones","Pabellón de Deportes La Arena","9"
"2007-04-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","2"
"2007-04-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","4"
"2007-04-01","Reserva de instalaciones","Palacio de Deportes","65"
"2007-04-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","3"
"2007-04-01","Reserva de instalaciones","Piscina Municipal El Coto","121"
"2007-04-01","Reserva de instalaciones","Piscina Municipal El Llano","14"
"2007-04-01","Transporte","Tarjeta Turística","277"
"2007-04-01","Transporte","TC-Abono Mes","93820"
"2007-04-01","Transporte","TC-Abono Mes Mayores de 65","11508"
"2007-04-01","Transporte","TC-Abono Mes Menores de 26","45807"
"2007-04-01","Transporte","TC-Tarifa Empleado","2642"
"2007-04-01","Transporte","TC-Tarifa Empleado Emtusa","364"
"2007-04-01","Transporte","TC-Tarifa Familiar Emtusa","8367"
"2007-04-01","Transporte","TC-Tarifa Gratuita","22354"
"2007-04-01","Transporte","TC-Tarifa IES","1999"
"2007-04-01","Transporte","TC-Tarifa JOP","952"
"2007-04-01","Transporte","TC-Tarifa Mayores de 65","135581"
"2007-04-01","Transporte","TC-Tarifa Menores de 26","126593"
"2007-04-01","Transporte","TC-Tarifa Normal","242845"
"2007-04-01","Transporte","TC-Tarifa Reducida","24196"
"2007-04-01","Transporte","TT-Tarifa Normal","292048"
"2007-05-01","Cimadevilla Centro Control","Campo Valdés","337"
"2007-05-01","Cimadevilla Centro Control","Fermín García Bernardo","242"
"2007-05-01","Cimadevilla con Tarjeta","Campo Valdés","2656"
"2007-05-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2299"
"2007-05-01","Cimadevilla Taxi","Campo Valdés","449"
"2007-05-01","Cimadevilla Taxi","Fermín García Bernardo","346"
"2007-05-01","Gijón Bici","Gijón Bici","2524"
"2007-05-01","Instalaciones Deportivas","Instalaciones Deportivas","4044"
"2007-05-01","Mediatecas","Adultos","7919"
"2007-05-01","Mediatecas","Infantiles","727"
"2007-05-01","ORA","ORA","5821"
"2007-05-01","Piscinas","Piscina Coto Control","7550"
"2007-05-01","Piscinas","Piscina La Calzada Control","4806"
"2007-05-01","Piscinas","Piscina Llano Control","7619"
"2007-05-01","Piscinas","Piscina Moreda Control","4812"
"2007-05-01","Piscinas","Piscina Panchano Control","3263"
"2007-05-01","Piscinas","Piscina Pumarin Control","5167"
"2007-05-01","Préstamos bibliotecas","Adultos","17633"
"2007-05-01","Préstamos bibliotecas","Infantiles","5105"
"2007-05-01","Reserva de instalaciones","Antigua Pescadería","29"
"2007-05-01","Reserva de instalaciones","Casa Consistorial","15"
"2007-05-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","338"
"2007-05-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1101"
"2007-05-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","16"
"2007-05-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","341"
"2007-05-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","723"
"2007-05-01","Reserva de instalaciones","Gimnasios de El Molinón","21"
"2007-05-01","Reserva de instalaciones","Pabellón de Deportes La Arena","59"
"2007-05-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","20"
"2007-05-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","34"
"2007-05-01","Reserva de instalaciones","Palacio de Deportes","291"
"2007-05-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","85"
"2007-05-01","Reserva de instalaciones","Piscina Municipal El Coto","668"
"2007-05-01","Reserva de instalaciones","Piscina Municipal El Llano","303"
"2007-05-01","Transporte","Tarjeta Turística","85"
"2007-05-01","Transporte","TC-Abono Mes","110861"
"2007-05-01","Transporte","TC-Abono Mes Mayores de 65","12579"
"2007-05-01","Transporte","TC-Abono Mes Menores de 26","57997"
"2007-05-01","Transporte","TC-Tarifa Empleado","2954"
"2007-05-01","Transporte","TC-Tarifa Empleado Emtusa","10342"
"2007-05-01","Transporte","TC-Tarifa Gratuita","25543"
"2007-05-01","Transporte","TC-Tarifa IES","3143"
"2007-05-01","Transporte","TC-Tarifa JOP","1035"
"2007-05-01","Transporte","TC-Tarifa Mayores de 65","145127"
"2007-05-01","Transporte","TC-Tarifa Menores de 26","146961"
"2007-05-01","Transporte","TC-Tarifa Normal","272598"
"2007-05-01","Transporte","TC-Tarifa Reducida","25976"
"2007-05-01","Transporte","TT-Tarifa Normal","325996"
"2007-06-01","Cimadevilla Centro Control","Campo Valdés","406"
"2007-06-01","Cimadevilla Centro Control","Fermín García Bernardo","284"
"2007-06-01","Cimadevilla con Tarjeta","Campo Valdés","2540"
"2007-06-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2467"
"2007-06-01","Cimadevilla Taxi","Campo Valdés","472"
"2007-06-01","Cimadevilla Taxi","Fermín García Bernardo","403"
"2007-06-01","Gijón Bici","Gijón Bici","2524"
"2007-06-01","Instalaciones Deportivas","Instalaciones Deportivas","6954"
"2007-06-01","Mediatecas","Adultos","4429"
"2007-06-01","Mediatecas","Infantiles","387"
"2007-06-01","ORA","ORA","5457"
"2007-06-01","Piscinas","Piscina Coto Control","6242"
"2007-06-01","Piscinas","Piscina La Calzada Control","3967"
"2007-06-01","Piscinas","Piscina Llano Control","7181"
"2007-06-01","Piscinas","Piscina Moreda Control","4201"
"2007-06-01","Piscinas","Piscina Panchano Control","2727"
"2007-06-01","Piscinas","Piscina Pumarin Control","4595"
"2007-06-01","Préstamos bibliotecas","Adultos","8515"
"2007-06-01","Préstamos bibliotecas","Infantiles","2586"
"2007-06-01","Reserva de instalaciones","Antigua Pescadería","23"
"2007-06-01","Reserva de instalaciones","Casa Consistorial","20"
"2007-06-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","740"
"2007-06-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1951"
"2007-06-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","12"
"2007-06-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","341"
"2007-06-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","724"
"2007-06-01","Reserva de instalaciones","Gimnasios de El Molinón","22"
"2007-06-01","Reserva de instalaciones","Jardín Botánico Atlántico","1459"
"2007-06-01","Reserva de instalaciones","Pabellón de Deportes La Arena","87"
"2007-06-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","55"
"2007-06-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","36"
"2007-06-01","Reserva de instalaciones","Palacio de Deportes","256"
"2007-06-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","123"
"2007-06-01","Reserva de instalaciones","Piscina Municipal El Coto","662"
"2007-06-01","Reserva de instalaciones","Piscina Municipal El Llano","443"
"2007-06-01","Transporte","Tarjeta Turística","145"
"2007-06-01","Transporte","TC-Abono Mes","103104"
"2007-06-01","Transporte","TC-Abono Mes Mayores de 65","12266"
"2007-06-01","Transporte","TC-Abono Mes Menores de 26","40326"
"2007-06-01","Transporte","TC-Tarifa Empleado","2867"
"2007-06-01","Transporte","TC-Tarifa Empleado Emtusa","481"
"2007-06-01","Transporte","TC-Tarifa Familiar Emtusa","8955"
"2007-06-01","Transporte","TC-Tarifa Gratuita","24379"
"2007-06-01","Transporte","TC-Tarifa IES","1657"
"2007-06-01","Transporte","TC-Tarifa JOP","1011"
"2007-06-01","Transporte","TC-Tarifa Mayores de 65","144234"
"2007-06-01","Transporte","TC-Tarifa Menores de 26","126116"
"2007-06-01","Transporte","TC-Tarifa Normal","257461"
"2007-06-01","Transporte","TC-Tarifa Reducida","26309"
"2007-06-01","Transporte","TT-Tarifa Normal","301243"
"2007-07-01","Cimadevilla Centro Control","Campo Valdés","332"
"2007-07-01","Cimadevilla Centro Control","Fermín García Bernardo","366"
"2007-07-01","Cimadevilla con Tarjeta","Campo Valdés","2148"
"2007-07-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2965"
"2007-07-01","Cimadevilla Taxi","Campo Valdés","417"
"2007-07-01","Cimadevilla Taxi","Fermín García Bernardo","492"
"2007-07-01","Gijón Bici","Gijón Bici","3576"
"2007-07-01","Instalaciones Deportivas","Instalaciones Deportivas","7098"
"2007-07-01","Mediatecas","Adultos","8703"
"2007-07-01","Mediatecas","Infantiles","818"
"2007-07-01","ORA","ORA","5821"
"2007-07-01","Piscinas","Piscina La Calzada Control","5776"
"2007-07-01","Piscinas","Piscina Llano Control","11129"
"2007-07-01","Piscinas","Piscina Panchano Control","2876"
"2007-07-01","Piscinas","Piscina Pumarin Control","7"
"2007-07-01","Préstamos bibliotecas","Adultos","25208"
"2007-07-01","Préstamos bibliotecas","Infantiles","7299"
"2007-07-01","Reserva de instalaciones","Antigua Pescadería","39"
"2007-07-01","Reserva de instalaciones","Casa Consistorial","14"
"2007-07-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","1027"
"2007-07-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1434"
"2007-07-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","21"
"2007-07-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","2"
"2007-07-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","506"
"2007-07-01","Reserva de instalaciones","Gimnasios de El Molinón","14"
"2007-07-01","Reserva de instalaciones","Jardín Botánico Atlántico","2629"
"2007-07-01","Reserva de instalaciones","Pabellón de Deportes La Arena","93"
"2007-07-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","33"
"2007-07-01","Reserva de instalaciones","Palacio de Deportes","320"
"2007-07-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","112"
"2007-07-01","Reserva de instalaciones","Piscina Municipal El Llano","854"
"2007-07-01","Transporte","Tarjeta Turística","479"
"2007-07-01","Transporte","TC-Abono Mes","102362"
"2007-07-01","Transporte","TC-Abono Mes Mayores de 65","13142"
"2007-07-01","Transporte","TC-Abono Mes Menores de 26","30171"
"2007-07-01","Transporte","TC-Tarifa Empleado","2950"
"2007-07-01","Transporte","TC-Tarifa Empleado Emtusa","432"
"2007-07-01","Transporte","TC-Tarifa Familiar Emtusa","8809"
"2007-07-01","Transporte","TC-Tarifa Gratuita","25246"
"2007-07-01","Transporte","TC-Tarifa JOP","1190"
"2007-07-01","Transporte","TC-Tarifa Mayores de 65","154855"
"2007-07-01","Transporte","TC-Tarifa Menores de 26","112820"
"2007-07-01","Transporte","TC-Tarifa Normal","269624"
"2007-07-01","Transporte","TC-Tarifa Reducida","27408"
"2007-07-01","Transporte","TT-Tarifa Normal","322367"
"2007-08-01","Cimadevilla Centro Control","Campo Valdés","353"
"2007-08-01","Cimadevilla Centro Control","Fermín García Bernardo","290"
"2007-08-01","Cimadevilla con Tarjeta","Campo Valdés","1951"
"2007-08-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2232"
"2007-08-01","Cimadevilla Taxi","Campo Valdés","547"
"2007-08-01","Cimadevilla Taxi","Fermín García Bernardo","372"
"2007-08-01","Gijón Bici","Gijón Bici","4150"
"2007-08-01","Instalaciones Deportivas","Instalaciones Deportivas","5059"
"2007-08-01","Mediatecas","Adultos","9085"
"2007-08-01","Mediatecas","Infantiles","740"
"2007-08-01","ORA","ORA","5821"
"2007-08-01","Piscinas","Piscina Coto Control","6860"
"2007-08-01","Piscinas","Piscina La Calzada Control","42"
"2007-08-01","Piscinas","Piscina Moreda Control","5663"
"2007-08-01","Piscinas","Piscina Pumarin Control","5701"
"2007-08-01","Préstamos bibliotecas","Adultos","19368"
"2007-08-01","Préstamos bibliotecas","Infantiles","5129"
"2007-08-01","Reserva de instalaciones","Antigua Pescadería","6"
"2007-08-01","Reserva de instalaciones","Casa Consistorial","6"
"2007-08-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","776"
"2007-08-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1070"
"2007-08-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","1"
"2007-08-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","344"
"2007-08-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","925"
"2007-08-01","Reserva de instalaciones","Jardín Botánico Atlántico","872"
"2007-08-01","Reserva de instalaciones","Pabellón de Deportes La Arena","53"
"2007-08-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","28"
"2007-08-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","22"
"2007-08-01","Reserva de instalaciones","Palacio de Deportes","270"
"2007-08-01","Reserva de instalaciones","Piscina Municipal El Coto","686"
"2007-08-01","Transporte","Tarjeta Turística","770"
"2007-08-01","Transporte","TC-Abono Mes","94798"
"2007-08-01","Transporte","TC-Abono Mes Mayores de 65","13401"
"2007-08-01","Transporte","TC-Abono Mes Menores de 26","26306"
"2007-08-01","Transporte","TC-Tarifa Empleado","3117"
"2007-08-01","Transporte","TC-Tarifa Empleado Emtusa","8948"
"2007-08-01","Transporte","TC-Tarifa Gratuita","22303"
"2007-08-01","Transporte","TC-Tarifa JOP","1154"
"2007-08-01","Transporte","TC-Tarifa Mayores de 65","158936"
"2007-08-01","Transporte","TC-Tarifa Menores de 26","104590"
"2007-08-01","Transporte","TC-Tarifa Normal","265575"
"2007-08-01","Transporte","TC-Tarifa Reducida","26808"
"2007-08-01","Transporte","TT-Tarifa Normal","311156"
"2007-09-01","Cimadevilla Centro Control","Campo Valdés","238"
"2007-09-01","Cimadevilla Centro Control","Fermín García Bernardo","230"
"2007-09-01","Cimadevilla con Tarjeta","Campo Valdés","1951"
"2007-09-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2482"
"2007-09-01","Cimadevilla Taxi","Campo Valdés","298"
"2007-09-01","Cimadevilla Taxi","Fermín García Bernardo","397"
"2007-09-01","Gijón Bici","Gijón Bici","3823"
"2007-09-01","Instalaciones Deportivas","Instalaciones Deportivas","4951"
"2007-09-01","Mediatecas","Adultos","7253"
"2007-09-01","Mediatecas","Infantiles","686"
"2007-09-01","ORA","ORA","5093"
"2007-09-01","Piscinas","Piscina Coto Control","5112"
"2007-09-01","Piscinas","Piscina La Calzada Control","3444"
"2007-09-01","Piscinas","Piscina Llano Control","6569"
"2007-09-01","Piscinas","Piscina Moreda Control","3513"
"2007-09-01","Piscinas","Piscina Panchano Control","2207"
"2007-09-01","Piscinas","Piscina Pumarin Control","3725"
"2007-09-01","Préstamos bibliotecas","Adultos","16671"
"2007-09-01","Préstamos bibliotecas","Infantiles","4526"
"2007-09-01","Reserva de instalaciones","Antigua Pescadería","39"
"2007-09-01","Reserva de instalaciones","Casa Consistorial","16"
"2007-09-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","665"
"2007-09-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1221"
"2007-09-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","10"
"2007-09-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","247"
"2007-09-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","969"
"2007-09-01","Reserva de instalaciones","Gimnasios de El Molinón","14"
"2007-09-01","Reserva de instalaciones","Pabellón de Deportes La Arena","107"
"2007-09-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","78"
"2007-09-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","67"
"2007-09-01","Reserva de instalaciones","Palacio de Deportes","262"
"2007-09-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","142"
"2007-09-01","Reserva de instalaciones","Piscina Municipal El Coto","570"
"2007-09-01","Reserva de instalaciones","Piscina Municipal El Llano","544"
"2007-09-01","Transporte","Tarjeta Turística","114"
"2007-09-01","Transporte","TC-Abono Mes","100288"
"2007-09-01","Transporte","TC-Abono Mes Mayores de 65","12624"
"2007-09-01","Transporte","TC-Abono Mes Menores de 26","31614"
"2007-09-01","Transporte","TC-Tarifa Empleado","2371"
"2007-09-01","Transporte","TC-Tarifa Empleado Emtusa","442"
"2007-09-01","Transporte","TC-Tarifa Familiar Emtusa","6666"
"2007-09-01","Transporte","TC-Tarifa Gratuita","23486"
"2007-09-01","Transporte","TC-Tarifa IES","1253"
"2007-09-01","Transporte","TC-Tarifa JOP","1009"
"2007-09-01","Transporte","TC-Tarifa Mayores de 65","141984"
"2007-09-01","Transporte","TC-Tarifa Menores de 13","2"
"2007-09-01","Transporte","TC-Tarifa Menores de 26","116304"
"2007-09-01","Transporte","TC-Tarifa Normal","250401"
"2007-09-01","Transporte","TC-Tarifa Reducida","26158"
"2007-09-01","Transporte","TT-Tarifa Normal","285251"
"2007-10-01","Cimadevilla Centro Control","Campo Valdés","211"
"2007-10-01","Cimadevilla Centro Control","Fermín García Bernardo","273"
"2007-10-01","Cimadevilla con Tarjeta","Campo Valdés","1755"
"2007-10-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2712"
"2007-10-01","Cimadevilla Taxi","Campo Valdés","291"
"2007-10-01","Cimadevilla Taxi","Fermín García Bernardo","433"
"2007-10-01","Gijón Bici","Gijón Bici","3503"
"2007-10-01","Instalaciones Deportivas","Instalaciones Deportivas","6243"
"2007-10-01","Mediatecas","Adultos","7238"
"2007-10-01","Mediatecas","Infantiles","633"
"2007-10-01","ORA","ORA","5821"
"2007-10-01","Piscinas","Piscina Coto Control","7220"
"2007-10-01","Piscinas","Piscina La Calzada Control","4236"
"2007-10-01","Piscinas","Piscina Llano Control","7898"
"2007-10-01","Piscinas","Piscina Moreda Control","4542"
"2007-10-01","Piscinas","Piscina Panchano Control","3011"
"2007-10-01","Piscinas","Piscina Pumarin Control","5540"
"2007-10-01","Préstamos bibliotecas","Adultos","21620"
"2007-10-01","Préstamos bibliotecas","Infantiles","5304"
"2007-10-01","Reserva de instalaciones","Antigua Pescadería","45"
"2007-10-01","Reserva de instalaciones","Casa Consistorial","281"
"2007-10-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","510"
"2007-10-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1560"
"2007-10-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","8"
"2007-10-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","323"
"2007-10-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","1214"
"2007-10-01","Reserva de instalaciones","Gimnasios de El Molinón","16"
"2007-10-01","Reserva de instalaciones","Pabellón de Deportes La Arena","183"
"2007-10-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","139"
"2007-10-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","61"
"2007-10-01","Reserva de instalaciones","Palacio de Deportes","353"
"2007-10-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","238"
"2007-10-01","Reserva de instalaciones","Piscina Municipal El Coto","833"
"2007-10-01","Reserva de instalaciones","Piscina Municipal El Llano","620"
"2007-10-01","Transporte","Tarjeta Turística","77"
"2007-10-01","Transporte","TC-Abono Mes","122543"
"2007-10-01","Transporte","TC-Abono Mes Mayores de 65","13205"
