Fecha,Servicio,Instalacion,Usos
"2009-01-01","Cimadevilla Centro Control","Campo Valdés","225"
"2009-01-01","Cimadevilla Centro Control","Fermín García Bernardo","240"
"2009-01-01","Cimadevilla con Tarjeta","Campo Valdés","2306"
"2009-01-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2515"
"2009-01-01","Cimadevilla Taxi","Campo Valdés","328"
"2009-01-01","Cimadevilla Taxi","Fermín García Bernardo","382"
"2009-01-01","Gijón Bici","Gijón Bici","1482"
"2009-01-01","Instalaciones Deportivas","Instalaciones Deportivas","4566"
"2009-01-01","Mediatecas","Adultos","10256"
"2009-01-01","Mediatecas","Infantiles","615"
"2009-01-01","OIJ","Oficina Informacion Juvenil","426"
"2009-01-01","ORA","ORA","19357"
"2009-01-01","Otros","Edificio Trinidad","1"
"2009-01-01","Piscinas","Piscina Coto Control","6415"
"2009-01-01","Piscinas","Piscina La Calzada Control","4282"
"2009-01-01","Piscinas","Piscina Llano Control","7470"
"2009-01-01","Piscinas","Piscina Moreda Control","3837"
"2009-01-01","Piscinas","Piscina Panchano Control","2627"
"2009-01-01","Piscinas","Piscina Pumarin Control","4757"
"2009-01-01","Préstamos bibliotecas","Adultos","21660"
"2009-01-01","Préstamos bibliotecas","Infantiles","6305"
"2009-01-01","Reserva de instalaciones","Antigua Pescadería","32"
"2009-01-01","Reserva de instalaciones","Casa Consistorial","14"
"2009-01-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","284"
"2009-01-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1378"
"2009-01-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","4"
"2009-01-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","328"
"2009-01-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","727"
"2009-01-01","Reserva de instalaciones","Pabellón de Deportes La Arena","126"
"2009-01-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","170"
"2009-01-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","57"
"2009-01-01","Reserva de instalaciones","Palacio de Deportes","286"
"2009-01-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","108"
"2009-01-01","Reserva de instalaciones","Piscina Municipal El Coto","570"
"2009-01-01","Reserva de instalaciones","Piscina Municipal El Llano","482"
"2009-01-01","Transporte","Tarjeta Turística","42"
"2009-01-01","Transporte","TC-Abono Anual","12296"
"2009-01-01","Transporte","TC-Abono Mes","123045"
"2009-01-01","Transporte","TC-Abono Mes Mayores de 65","15879"
"2009-01-01","Transporte","TC-Abono Mes Menores de 26","55031"
"2009-01-01","Transporte","TC-Abono Semestral","8368"
"2009-01-01","Transporte","TC-Tarifa Empleado","3620"
"2009-01-01","Transporte","TC-Tarifa Empleado Emtusa","316"
"2009-01-01","Transporte","TC-Tarifa Familiar Emtusa","100885"
"2009-01-01","Transporte","TC-Tarifa Gratuita","23000"
"2009-01-01","Transporte","TC-Tarifa IES","3622"
"2009-01-01","Transporte","TC-Tarifa JOP","715"
"2009-01-01","Transporte","TC-Tarifa Mayores de 65","144001"
"2009-01-01","Transporte","TC-Tarifa Menores de 13","52457"
"2009-01-01","Transporte","TC-Tarifa Menores de 26","109387"
"2009-01-01","Transporte","TC-Tarifa Normal","298101"
"2009-01-01","Transporte","TC-Tarifa Reducida","21475"
"2009-01-01","Transporte","TT-Tarifa Normal","243649"
"2009-02-01","Cimadevilla Centro Control","Campo Valdés","238"
"2009-02-01","Cimadevilla Centro Control","Fermín García Bernardo","229"
"2009-02-01","Cimadevilla con Tarjeta","Campo Valdés","2061"
"2009-02-01","Cimadevilla con Tarjeta","Fermín García Bernardo","1437"
"2009-02-01","Cimadevilla Taxi","Campo Valdés","379"
"2009-02-01","Cimadevilla Taxi","Fermín García Bernardo","243"
"2009-02-01","Gijón Bici","Gijón Bici","1886"
"2009-02-01","Instalaciones Deportivas","Instalaciones Deportivas","5708"
"2009-02-01","Mediatecas","Adultos","9938"
"2009-02-01","Mediatecas","Infantiles","706"
"2009-02-01","OIJ","Oficina Informacion Juvenil","76"
"2009-02-01","ORA","ORA","19357"
"2009-02-01","Otros","Edificio Trinidad","7"
"2009-02-01","Piscinas","Piscina Coto Control","6452"
"2009-02-01","Piscinas","Piscina La Calzada Control","3718"
"2009-02-01","Piscinas","Piscina Llano Control","7356"
"2009-02-01","Piscinas","Piscina Moreda Control","3518"
"2009-02-01","Piscinas","Piscina Panchano Control","2362"
"2009-02-01","Piscinas","Piscina Pumarin Control","3873"
"2009-02-01","Préstamos bibliotecas","Adultos","21804"
"2009-02-01","Préstamos bibliotecas","Infantiles","6644"
"2009-02-01","Reserva de instalaciones","Antigua Pescadería","36"
"2009-02-01","Reserva de instalaciones","Casa Consistorial","33"
"2009-02-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","466"
"2009-02-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1462"
"2009-02-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","11"
"2009-02-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","410"
"2009-02-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","878"
"2009-02-01","Reserva de instalaciones","Pabellón de Deportes La Arena","149"
"2009-02-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","248"
"2009-02-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","63"
"2009-02-01","Reserva de instalaciones","Palacio de Deportes","326"
"2009-02-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","163"
"2009-02-01","Reserva de instalaciones","Piscina Municipal El Coto","789"
"2009-02-01","Reserva de instalaciones","Piscina Municipal El Llano","674"
"2009-02-01","Transporte","Tarjeta Turística","52"
"2009-02-01","Transporte","TC-Abono Anual","12230"
"2009-02-01","Transporte","TC-Abono Mes","119978"
"2009-02-01","Transporte","TC-Abono Mes Mayores de 65","14850"
"2009-02-01","Transporte","TC-Abono Mes Menores de 26","51212"
"2009-02-01","Transporte","TC-Abono Semestral","7941"
"2009-02-01","Transporte","TC-Tarifa Empleado","3526"
"2009-02-01","Transporte","TC-Tarifa Empleado Emtusa","157"
"2009-02-01","Transporte","TC-Tarifa Familiar Emtusa","8669"
"2009-02-01","Transporte","TC-Tarifa Gratuita","23620"
"2009-02-01","Transporte","TC-Tarifa IES","3841"
"2009-02-01","Transporte","TC-Tarifa JOP","563"
"2009-02-01","Transporte","TC-Tarifa Mayores de 65","139516"
"2009-02-01","Transporte","TC-Tarifa Menores de 13","50238"
"2009-02-01","Transporte","TC-Tarifa Menores de 26","97408"
"2009-02-01","Transporte","TC-Tarifa Normal","280200"
"2009-02-01","Transporte","TC-Tarifa Reducida","20798"
"2009-02-01","Transporte","TT-Tarifa Normal","229173"
"2009-03-01","Cimadevilla Centro Control","Campo Valdés","233"
"2009-03-01","Cimadevilla Centro Control","Fermín García Bernardo","233"
"2009-03-01","Cimadevilla con Tarjeta","Campo Valdés","2119"
"2009-03-01","Cimadevilla con Tarjeta","Fermín García Bernardo","2330"
"2009-03-01","Cimadevilla Taxi","Campo Valdés","344"
"2009-03-01","Cimadevilla Taxi","Fermín García Bernardo","369"
"2009-03-01","Gijón Bici","Gijón Bici","2786"
"2009-03-01","Instalaciones Deportivas","Instalaciones Deportivas","6905"
"2009-03-01","Mediatecas","Adultos","11215"
"2009-03-01","Mediatecas","Infantiles","607"
"2009-03-01","OIJ","Oficina Informacion Juvenil","55"
"2009-03-01","ORA","ORA","19357"
"2009-03-01","Otros","Edificio Trinidad","3"
"2009-03-01","Piscinas","Piscina Coto Control","7201"
"2009-03-01","Piscinas","Piscina La Calzada Control","3466"
"2009-03-01","Piscinas","Piscina Llano Control","8701"
"2009-03-01","Piscinas","Piscina Moreda Control","4024"
"2009-03-01","Piscinas","Piscina Panchano Control","2862"
"2009-03-01","Piscinas","Piscina Pumarin Control","5156"
"2009-03-01","Préstamos bibliotecas","Adultos","24806"
"2009-03-01","Préstamos bibliotecas","Infantiles","7944"
"2009-03-01","Reserva de instalaciones","Antigua Pescadería","46"
"2009-03-01","Reserva de instalaciones","Casa Consistorial","18"
"2009-03-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","694"
"2009-03-01","Reserva de instalaciones","Complejo Deportivo La Calzada","1541"
"2009-03-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","24"
"2009-03-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","543"
"2009-03-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","1092"
"2009-03-01","Reserva de instalaciones","Pabellón de Deportes La Arena","198"
"2009-03-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","191"
"2009-03-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","70"
"2009-03-01","Reserva de instalaciones","Palacio de Deportes","365"
"2009-03-01","Reserva de instalaciones","Piscina Municipal Centro Panchano","206"
"2009-03-01","Reserva de instalaciones","Piscina Municipal El Coto","1043"
"2009-03-01","Reserva de instalaciones","Piscina Municipal El Llano","874"
"2009-03-01","Transporte","Tarjeta Turística","68"
"2009-03-01","Transporte","TC-Abono Anual","14337"
"2009-03-01","Transporte","TC-Abono Mes","137761"
"2009-03-01","Transporte","TC-Abono Mes Mayores de 65","16573"
"2009-03-01","Transporte","TC-Abono Mes Menores de 26","66023"
