Fecha,Servicio,Instalacion,Usos
"2015-03-01","Aseos públicos","Plaza San Miguel","360"
"2015-03-01","GijónBici","Horas Uso","1590"
"2015-03-01","GijónBici","Usuarios","811"
"2015-03-01","GijónBici","Viajes","2203"
"2015-03-01","Inscripciones","Cursos","10275"
"2015-03-01","Mediatecas","Adultos","10989"
"2015-03-01","Mediatecas","Infantiles","211"
"2015-03-01","Préstamos bibliotecas","Adultos","16748"
"2015-03-01","Préstamos bibliotecas","Infantiles","8853"
"2015-03-01","Reserva de instalaciones","Antigua Pescadería","25"
"2015-03-01","Reserva de instalaciones","Casa Consistorial","23"
"2015-03-01","Reserva de instalaciones","Centro de Cultura Antiguo Instituto","5"
"2015-03-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","371"
"2015-03-01","Reserva de instalaciones","Complejo Deportivo La Calzada","3765"
"2015-03-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","14"
"2015-03-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","3335"
"2015-03-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","3890"
"2015-03-01","Reserva de instalaciones","Edificio Pelayo","1"
"2015-03-01","Reserva de instalaciones","Pabellón de Deportes La Arena","192"
"2015-03-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","387"
"2015-03-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","41"
"2015-03-01","Reserva de instalaciones","Pabellón de La Tejerona","536"
"2015-03-01","Reserva de instalaciones","Palacio de Deportes","314"
"2015-03-01","Reserva de instalaciones","Piscina Municipal El Coto","4143"
"2015-03-01","Reserva de instalaciones","Piscina Municipal El Llano","4699"
"2015-03-01","Reserva de instalaciones","Piscina Municipal La Camocha","1229"
"2015-03-01","Transporte","Tarjeta Ciudadana","1041997"
"2015-03-01","Transporte","Tarjeta Transporte","172391"
"2015-04-01","010","Cursos","37"
"2015-04-01","010","Cursos Munipales","49"
"2015-04-01","010","Informacion Personal","189"
"2015-04-01","010","Instalaciones Deportivas","26"
"2015-04-01","010","Renovacion Cursos","28"
"2015-04-01","Aseos públicos","Avda Carlos Marx","594"
"2015-04-01","Aseos públicos","Avda del Llano","758"
"2015-04-01","Aseos públicos","C/ Puerto el Pontón","131"
"2015-04-01","Aseos públicos","Cerro Santa Catalina","181"
"2015-04-01","Aseos públicos","Donato Argüelles","1367"
"2015-04-01","Aseos públicos","El Rinconín","1120"
"2015-04-01","Aseos públicos","Jardines de la Reina","1709"
"2015-04-01","Aseos públicos","Molinón-Piles","525"
"2015-04-01","Aseos públicos","Parque de las Palmeras","350"
"2015-04-01","Aseos públicos","Parque del Cabo San Lorenzo","521"
"2015-04-01","Aseos públicos","Paseo de Begoña","1274"
"2015-04-01","Aseos públicos","Paseo del Muro, Escalera 11","2831"
"2015-04-01","Aseos públicos","Paseo del Muro, escalera 3","2580"
"2015-04-01","Aseos públicos","Paseo del Muro, tostadero","3133"
"2015-04-01","Aseos públicos","Playa de Poniente","2601"
"2015-04-01","Aseos públicos","Playa del Arbeyal","610"
"2015-04-01","Aseos públicos","Plaza Cataluña","633"
"2015-04-01","Aseos públicos","Plaza San Miguel","459"
"2015-04-01","GijónBici","Horas Uso","2209"
"2015-04-01","GijónBici","Usuarios","1026"
"2015-04-01","GijónBici","Viajes","3023"
"2015-04-01","Inscripciones","Cursos","5597"
"2015-04-01","Mediatecas","Adultos","9287"
"2015-04-01","Mediatecas","Infantiles","175"
"2015-04-01","Préstamos bibliotecas","Adultos","16049"
"2015-04-01","Préstamos bibliotecas","Infantiles","8288"
"2015-04-01","Reserva de instalaciones","Antigua Pescadería","29"
"2015-04-01","Reserva de instalaciones","Casa Consistorial","13"
"2015-04-01","Reserva de instalaciones","Centro de Cultura Antiguo Instituto","10"
"2015-04-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","445"
"2015-04-01","Reserva de instalaciones","Complejo Deportivo La Calzada","3489"
"2015-04-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","12"
"2015-04-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","3016"
"2015-04-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","3682"
"2015-04-01","Reserva de instalaciones","Edificio Pelayo","2"
"2015-04-01","Reserva de instalaciones","Pabellón de Deportes La Arena","194"
"2015-04-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","290"
"2015-04-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","53"
"2015-04-01","Reserva de instalaciones","Pabellón de La Tejerona","509"
"2015-04-01","Reserva de instalaciones","Palacio de Deportes","252"
"2015-04-01","Reserva de instalaciones","Piscina Municipal El Coto","4075"
"2015-04-01","Reserva de instalaciones","Piscina Municipal El Llano","4319"
"2015-04-01","Reserva de instalaciones","Piscina Municipal La Camocha","1154"
"2015-04-01","Transporte","Tarjeta Ciudadana","992242"
"2015-04-01","Transporte","Tarjeta Transporte","161077"
"2015-05-01","010","Cursos","48"
"2015-05-01","010","Cursos Munipales","69"
"2015-05-01","010","Informacion Personal","234"
"2015-05-01","010","Instalaciones Deportivas","48"
"2015-05-01","010","Renovacion Cursos","28"
"2015-05-01","Aseos públicos","Avda Carlos Marx","583"
"2015-05-01","Aseos públicos","Avda del Llano","634"
"2015-05-01","Aseos públicos","C/ Puerto el Pontón","52"
"2015-05-01","Aseos públicos","Cerro Santa Catalina","159"
"2015-05-01","Aseos públicos","Donato Argüelles","1546"
"2015-05-01","Aseos públicos","El Rinconín","1249"
"2015-05-01","Aseos públicos","Jardines de la Reina","583"
"2015-05-01","Aseos públicos","Molinón-Piles","995"
"2015-05-01","Aseos públicos","Parque de las Palmeras","365"
"2015-05-01","Aseos públicos","Parque del Cabo San Lorenzo","493"
"2015-05-01","Aseos públicos","Paseo de Begoña","689"
"2015-05-01","Aseos públicos","Paseo del Muro, Escalera 11","3140"
"2015-05-01","Aseos públicos","Paseo del Muro, escalera 3","2960"
"2015-05-01","Aseos públicos","Paseo del Muro, tostadero","2995"
"2015-05-01","Aseos públicos","Playa de Poniente","1962"
"2015-05-01","Aseos públicos","Playa del Arbeyal","1044"
"2015-05-01","Aseos públicos","Plaza Cataluña","444"
"2015-05-01","Aseos públicos","Plaza San Miguel","597"
"2015-05-01","GijónBici","Horas Uso","2399"
"2015-05-01","GijónBici","Usuarios","1067"
"2015-05-01","GijónBici","Viajes","3505"
"2015-05-01","Inscripciones","Cursos","9745"
"2015-05-01","Mediatecas","Adultos","8981"
"2015-05-01","Mediatecas","Infantiles","164"
"2015-05-01","Préstamos bibliotecas","Adultos","14844"
"2015-05-01","Préstamos bibliotecas","Infantiles","7681"
"2015-05-01","Reserva de instalaciones","Antigua Pescadería","36"
"2015-05-01","Reserva de instalaciones","Casa Consistorial","14"
"2015-05-01","Reserva de instalaciones","Centro de Cultura Antiguo Instituto","4"
"2015-05-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","507"
"2015-05-01","Reserva de instalaciones","Complejo Deportivo La Calzada","3505"
"2015-05-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","14"
"2015-05-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","3139"
"2015-05-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","3591"
"2015-05-01","Reserva de instalaciones","Edificio Pelayo","2"
"2015-05-01","Reserva de instalaciones","Hotel Madrid","1"
"2015-05-01","Reserva de instalaciones","Pabellón de Deportes La Arena","199"
"2015-05-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","237"
"2015-05-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","59"
"2015-05-01","Reserva de instalaciones","Pabellón de La Tejerona","450"
"2015-05-01","Reserva de instalaciones","Palacio de Deportes","304"
"2015-05-01","Reserva de instalaciones","Piscina Municipal El Coto","4136"
"2015-05-01","Reserva de instalaciones","Piscina Municipal El Llano","4284"
"2015-05-01","Reserva de instalaciones","Piscina Municipal La Camocha","1121"
"2015-05-01","Transporte","Tarjeta Ciudadana","1008338"
"2015-05-01","Transporte","Tarjeta Transporte","163951"
"2015-06-01","010","Cursos","53"
"2015-06-01","010","Cursos Munipales","61"
"2015-06-01","010","Informacion Personal","170"
"2015-06-01","010","Instalaciones Deportivas","33"
"2015-06-01","010","Renovacion Cursos","20"
"2015-06-01","Aseos públicos","Avda Carlos Marx","579"
"2015-06-01","Aseos públicos","Avda del Llano","1159"
"2015-06-01","Aseos públicos","C/ Puerto el Pontón","106"
"2015-06-01","Aseos públicos","Cerro Santa Catalina","262"
"2015-06-01","Aseos públicos","Donato Argüelles","1926"
"2015-06-01","Aseos públicos","El Rinconín","1422"
"2015-06-01","Aseos públicos","Jardines de la Reina","395"
"2015-06-01","Aseos públicos","Molinón-Piles","768"
"2015-06-01","Aseos públicos","Parque de las Palmeras","193"
"2015-06-01","Aseos públicos","Parque del Cabo San Lorenzo","635"
"2015-06-01","Aseos públicos","Paseo de Begoña","386"
"2015-06-01","Aseos públicos","Paseo del Muro, Escalera 11","3846"
"2015-06-01","Aseos públicos","Paseo del Muro, escalera 3","3851"
"2015-06-01","Aseos públicos","Paseo del Muro, tostadero","4354"
"2015-06-01","Aseos públicos","Playa de Poniente","3082"
"2015-06-01","Aseos públicos","Playa del Arbeyal","1967"
"2015-06-01","Aseos públicos","Plaza Cataluña","603"
"2015-06-01","Aseos públicos","Plaza San Miguel","1028"
"2015-06-01","GijónBici","Horas Uso","2193"
"2015-06-01","GijónBici","Usuarios","1081"
"2015-06-01","GijónBici","Viajes","3336"
"2015-06-01","Inscripciones","Cursos","6844"
"2015-06-01","Mediatecas","Adultos","8594"
"2015-06-01","Mediatecas","Infantiles","179"
"2015-06-01","Préstamos bibliotecas","Adultos","15093"
"2015-06-01","Préstamos bibliotecas","Infantiles","7331"
"2015-06-01","Reserva de instalaciones","Antigua Pescadería","20"
"2015-06-01","Reserva de instalaciones","Casa Consistorial","10"
"2015-06-01","Reserva de instalaciones","Centro de Cultura Antiguo Instituto","4"
"2015-06-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","546"
"2015-06-01","Reserva de instalaciones","Complejo Deportivo La Calzada","3232"
"2015-06-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","3"
"2015-06-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","2745"
"2015-06-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","3322"
"2015-06-01","Reserva de instalaciones","Pabellón de Deportes La Arena","163"
"2015-06-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","215"
"2015-06-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","56"
"2015-06-01","Reserva de instalaciones","Pabellón de La Tejerona","427"
"2015-06-01","Reserva de instalaciones","Palacio de Deportes","309"
"2015-06-01","Reserva de instalaciones","Piscina Municipal El Coto","3802"
"2015-06-01","Reserva de instalaciones","Piscina Municipal El Llano","3791"
"2015-06-01","Reserva de instalaciones","Piscina Municipal La Camocha","941"
"2015-06-01","Transporte","Tarjeta Ciudadana","967525"
"2015-06-01","Transporte","Tarjeta Transporte","160655"
"2015-07-01","010","Cursos","73"
"2015-07-01","010","Cursos Munipales","40"
"2015-07-01","010","Informacion Personal","175"
"2015-07-01","010","Instalaciones Deportivas","33"
"2015-07-01","010","Renovacion Cursos","17"
"2015-07-01","Aseos públicos","Avda Carlos Marx","718"
"2015-07-01","Aseos públicos","Avda del Llano","1001"
"2015-07-01","Aseos públicos","C/ Puerto el Pontón","86"
"2015-07-01","Aseos públicos","Cerro Santa Catalina","220"
"2015-07-01","Aseos públicos","Donato Argüelles","1538"
"2015-07-01","Aseos públicos","El Rinconín","2217"
"2015-07-01","Aseos públicos","Jardines de la Reina","1414"
"2015-07-01","Aseos públicos","Molinón-Piles","1030"
"2015-07-01","Aseos públicos","Parque de las Palmeras","257"
"2015-07-01","Aseos públicos","Parque del Cabo San Lorenzo","522"
"2015-07-01","Aseos públicos","Paseo de Begoña","604"
"2015-07-01","Aseos públicos","Paseo del Muro, Escalera 11","2316"
"2015-07-01","Aseos públicos","Paseo del Muro, escalera 3","3234"
"2015-07-01","Aseos públicos","Paseo del Muro, tostadero","4542"
"2015-07-01","Aseos públicos","Playa de Poniente","4159"
"2015-07-01","Aseos públicos","Playa del Arbeyal","1625"
"2015-07-01","Aseos públicos","Plaza Cataluña","995"
"2015-07-01","Aseos públicos","Plaza San Miguel","854"
"2015-07-01","GijónBici","Horas Uso","2753"
"2015-07-01","GijónBici","Usuarios","1252"
"2015-07-01","GijónBici","Viajes","4168"
"2015-07-01","Inscripciones","Cursos","1373"
"2015-07-01","Mediatecas","Adultos","8919"
"2015-07-01","Mediatecas","Infantiles","126"
"2015-07-01","Préstamos bibliotecas","Adultos","14262"
"2015-07-01","Préstamos bibliotecas","Infantiles","6326"
"2015-07-01","Reserva de instalaciones","Antigua Pescadería","9"
"2015-07-01","Reserva de instalaciones","Casa Consistorial","7"
"2015-07-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","643"
"2015-07-01","Reserva de instalaciones","Complejo Deportivo La Calzada","4840"
"2015-07-01","Reserva de instalaciones","Jardín Botánico Atlántico","7"
"2015-07-01","Reserva de instalaciones","Locales de ensayo para músicos","1"
"2015-07-01","Reserva de instalaciones","Palacio de Deportes","515"
"2015-07-01","Reserva de instalaciones","Piscina Municipal El Coto","1250"
"2015-07-01","Reserva de instalaciones","Piscina Municipal El Llano","4371"
"2015-07-01","Reserva de instalaciones","Piscina Municipal La Camocha","1323"
"2015-07-01","Transporte","Tarjeta Ciudadana","1000901"
"2015-07-01","Transporte","Tarjeta Transporte","184650"
"2015-08-01","010","Cursos","29"
"2015-08-01","010","Cursos Munipales","28"
"2015-08-01","010","Informacion Personal","170"
"2015-08-01","010","Instalaciones Deportivas","30"
"2015-08-01","010","Renovacion Cursos","11"
"2015-08-01","Aseos públicos","Avda Carlos Marx","400"
"2015-08-01","Aseos públicos","Avda del Llano","836"
"2015-08-01","Aseos públicos","C/ Puerto el Pontón","55"
"2015-08-01","Aseos públicos","Cerro Santa Catalina","222"
"2015-08-01","Aseos públicos","Donato Argüelles","1507"
"2015-08-01","Aseos públicos","El Rinconín","2275"
"2015-08-01","Aseos públicos","Jardines de la Reina","2253"
"2015-08-01","Aseos públicos","Molinón-Piles","1348"
"2015-08-01","Aseos públicos","Parque de las Palmeras","154"
"2015-08-01","Aseos públicos","Parque del Cabo San Lorenzo","668"
"2015-08-01","Aseos públicos","Paseo de Begoña","870"
"2015-08-01","Aseos públicos","Paseo del Muro, Escalera 11","3657"
"2015-08-01","Aseos públicos","Paseo del Muro, escalera 3","4511"
"2015-08-01","Aseos públicos","Paseo del Muro, tostadero","4621"
"2015-08-01","Aseos públicos","Playa de Poniente","3272"
"2015-08-01","Aseos públicos","Playa del Arbeyal","2309"
"2015-08-01","Aseos públicos","Plaza Cataluña","1024"
"2015-08-01","Aseos públicos","Plaza San Miguel","860"
"2015-08-01","GijónBici","Horas Uso","3343"
"2015-08-01","GijónBici","Usuarios","1432"
"2015-08-01","GijónBici","Viajes","4417"
"2015-08-01","Inscripciones","Cursos","1189"
"2015-08-01","Mediatecas","Adultos","9375"
"2015-08-01","Mediatecas","Infantiles","178"
"2015-08-01","Préstamos bibliotecas","Adultos","13272"
"2015-08-01","Préstamos bibliotecas","Infantiles","5589"
"2015-08-01","Reserva de instalaciones","Antigua Pescadería","9"
"2015-08-01","Reserva de instalaciones","Casa Consistorial","27"
"2015-08-01","Reserva de instalaciones","Centro de Medicina Deportiva","1"
"2015-08-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","593"
"2015-08-01","Reserva de instalaciones","Complejo Deportivo La Calzada","2736"
"2015-08-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","1390"
"2015-08-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","4099"
"2015-08-01","Reserva de instalaciones","Locales de ensayo para músicos","2"
"2015-08-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","2"
"2015-08-01","Reserva de instalaciones","Pabellón de La Tejerona","105"
"2015-08-01","Reserva de instalaciones","Palacio de Deportes","398"
"2015-08-01","Reserva de instalaciones","Piscina Municipal La Camocha","1332"
"2015-08-01","Transporte","Tarjeta Ciudadana","963236"
"2015-08-01","Transporte","Tarjeta Transporte","186807"
"2015-09-01","010","Cursos","110"
"2015-09-01","010","Cursos Munipales","85"
"2015-09-01","010","Informacion Personal","188"
"2015-09-01","010","Instalaciones Deportivas","34"
"2015-09-01","010","Renovacion Cursos","38"
"2015-09-01","Aseos públicos","Avda Carlos Marx","452"
"2015-09-01","Aseos públicos","Avda del Llano","433"
"2015-09-01","Aseos públicos","C/ Puerto el Pontón","66"
"2015-09-01","Aseos públicos","Cerro Santa Catalina","186"
"2015-09-01","Aseos públicos","Donato Argüelles","1525"
"2015-09-01","Aseos públicos","El Rinconín","1149"
"2015-09-01","Aseos públicos","Jardines de la Reina","1447"
"2015-09-01","Aseos públicos","Molinón-Piles","659"
"2015-09-01","Aseos públicos","Parque de las Palmeras","32"
"2015-09-01","Aseos públicos","Parque del Cabo San Lorenzo","525"
"2015-09-01","Aseos públicos","Paseo de Begoña","522"
"2015-09-01","Aseos públicos","Paseo del Muro, Escalera 11","2681"
"2015-09-01","Aseos públicos","Paseo del Muro, escalera 3","3145"
"2015-09-01","Aseos públicos","Paseo del Muro, tostadero","3099"
"2015-09-01","Aseos públicos","Playa de Poniente","2741"
"2015-09-01","Aseos públicos","Playa del Arbeyal","955"
"2015-09-01","Aseos públicos","Plaza Cataluña","1033"
"2015-09-01","Aseos públicos","Plaza San Miguel","773"
"2015-09-01","GijónBici","Horas Uso","2532"
"2015-09-01","GijónBici","Usuarios","1155"
"2015-09-01","GijónBici","Viajes","3589"
"2015-09-01","Inscripciones","Cursos","9712"
"2015-09-01","Mediatecas","Adultos","9542"
"2015-09-01","Mediatecas","Infantiles","160"
"2015-09-01","Préstamos bibliotecas","Adultos","14755"
"2015-09-01","Préstamos bibliotecas","Infantiles","6298"
"2015-09-01","Reserva de instalaciones","Antigua Pescadería","21"
"2015-09-01","Reserva de instalaciones","Casa Consistorial","9"
"2015-09-01","Reserva de instalaciones","Complejo Deportivo El Llano - Contrueces","448"
"2015-09-01","Reserva de instalaciones","Complejo Deportivo La Calzada","947"
"2015-09-01","Reserva de instalaciones","Complejo Deportivo Las Mestas","1"
"2015-09-01","Reserva de instalaciones","Complejo Deportivo Moreda - Natahoyo","3299"
"2015-09-01","Reserva de instalaciones","Complejo Deportivo Pumarín - Gijón Sur","3656"
"2015-09-01","Reserva de instalaciones","Edificio Pelayo","2"
"2015-09-01","Reserva de instalaciones","Pabellón de Deportes La Arena","142"
"2015-09-01","Reserva de instalaciones","Pabellón de Deportes Mata Jove","169"
"2015-09-01","Reserva de instalaciones","Pabellón de Deportes Perchera - La Braña","24"
"2015-09-01","Reserva de instalaciones","Pabellón de La Tejerona","278"
"2015-09-01","Reserva de instalaciones","Palacio de Deportes","386"
"2015-09-01","Reserva de instalaciones","Piscina Municipal El Coto","1936"
"2015-09-01","Reserva de instalaciones","Piscina Municipal El Llano","3868"
"2015-09-01","Transporte","Tarjeta Ciudadana","953240"
"2015-09-01","Transporte","Tarjeta Transporte","157922"
"2015-10-01","010","Cursos","52"
"2015-10-01","010","Cursos Munipales","37"
"2015-10-01","010","Informacion Personal","188"
"2015-10-01","010","Instalaciones Deportivas","39"
"2015-10-01","010","Renovacion Cursos","50"
"2015-10-01","Aseos públicos","Avda Carlos Marx","698"
"2015-10-01","Aseos públicos","Avda del Llano","635"
"2015-10-01","Aseos públicos","C/ Puerto el Pontón","49"
"2015-10-01","Aseos públicos","Cerro Santa Catalina","145"
"2015-10-01","Aseos públicos","Donato Argüelles","1796"
"2015-10-01","Aseos públicos","El Rinconín","948"
"2015-10-01","Aseos públicos","Jardines de la Reina","1205"
"2015-10-01","Aseos públicos","Molinón-Piles","628"
"2015-10-01","Aseos públicos","Parque de las Palmeras","41"
"2015-10-01","Aseos públicos","Parque del Cabo San Lorenzo","416"
